18-Oct-2022 14:35:19 Start of calculation the curve OFDM_PAPR_Type2_64QAM (6 of 15).
18-Oct-2022 14:35:19   Start of the main calculations.
18-Oct-2022 14:39:44     NumSam =      78000; NumFr =   6000; NumBits =  344256000; PAPR = 10.70; Prob = 0.015859 =       1237/     78000.
18-Oct-2022 14:39:48     NumSam =      79300; NumFr =   6100; NumBits =  349993600; PAPR = 10.70; Prob = 0.015851 =       1257/     79300.
18-Oct-2022 14:39:53     NumSam =      80600; NumFr =   6200; NumBits =  355731200; PAPR = 10.70; Prob = 0.015831 =       1276/     80600.
18-Oct-2022 14:39:57     NumSam =      81900; NumFr =   6300; NumBits =  361468800; PAPR = 10.70; Prob = 0.015836 =       1297/     81900.
18-Oct-2022 14:40:01     NumSam =      83200; NumFr =   6400; NumBits =  367206400; PAPR = 10.70; Prob = 0.015769 =       1312/     83200.
18-Oct-2022 14:40:06     NumSam =      84500; NumFr =   6500; NumBits =  372944000; PAPR = 10.80; Prob = 0.011893 =       1005/     84500.
18-Oct-2022 14:40:10     NumSam =      85800; NumFr =   6600; NumBits =  378681600; PAPR = 10.80; Prob = 0.011853 =       1017/     85800.
18-Oct-2022 14:40:15     NumSam =      87100; NumFr =   6700; NumBits =  384419200; PAPR = 10.80; Prob = 0.011860 =       1033/     87100.
18-Oct-2022 14:40:19     NumSam =      88400; NumFr =   6800; NumBits =  390156800; PAPR = 10.80; Prob = 0.011878 =       1050/     88400.
18-Oct-2022 14:40:23     NumSam =      89700; NumFr =   6900; NumBits =  395894400; PAPR = 10.80; Prob = 0.011884 =       1066/     89700.
18-Oct-2022 14:40:28     NumSam =      91000; NumFr =   7000; NumBits =  401632000; PAPR = 10.80; Prob = 0.011879 =       1081/     91000.
18-Oct-2022 14:40:32     NumSam =      92300; NumFr =   7100; NumBits =  407369600; PAPR = 10.80; Prob = 0.011896 =       1098/     92300.
18-Oct-2022 14:40:37     NumSam =      93600; NumFr =   7200; NumBits =  413107200; PAPR = 10.80; Prob = 0.011976 =       1121/     93600.
18-Oct-2022 14:40:41     NumSam =      94900; NumFr =   7300; NumBits =  418844800; PAPR = 10.80; Prob = 0.011981 =       1137/     94900.
18-Oct-2022 14:40:45     NumSam =      96200; NumFr =   7400; NumBits =  424582400; PAPR = 10.80; Prob = 0.011996 =       1154/     96200.
18-Oct-2022 14:40:50     NumSam =      97500; NumFr =   7500; NumBits =  430320000; PAPR = 10.80; Prob = 0.011949 =       1165/     97500.
18-Oct-2022 14:40:54     NumSam =      98800; NumFr =   7600; NumBits =  436057600; PAPR = 10.80; Prob = 0.011923 =       1178/     98800.
18-Oct-2022 14:40:59     NumSam =     100100; NumFr =   7700; NumBits =  441795200; PAPR = 10.80; Prob = 0.011938 =       1195/    100100.
18-Oct-2022 14:41:03     NumSam =     101400; NumFr =   7800; NumBits =  447532800; PAPR = 10.80; Prob = 0.011913 =       1208/    101400.
18-Oct-2022 14:41:07     NumSam =     102700; NumFr =   7900; NumBits =  453270400; PAPR = 10.80; Prob = 0.011918 =       1224/    102700.
18-Oct-2022 14:41:12     NumSam =     104000; NumFr =   8000; NumBits =  459008000; PAPR = 10.80; Prob = 0.011894 =       1237/    104000.
18-Oct-2022 14:41:16     NumSam =     105300; NumFr =   8100; NumBits =  464745600; PAPR = 10.80; Prob = 0.011823 =       1245/    105300.
18-Oct-2022 14:41:20     NumSam =     106600; NumFr =   8200; NumBits =  470483200; PAPR = 10.80; Prob = 0.011782 =       1256/    106600.
18-Oct-2022 14:41:25     NumSam =     107900; NumFr =   8300; NumBits =  476220800; PAPR = 10.80; Prob = 0.011761 =       1269/    107900.
18-Oct-2022 14:41:29     NumSam =     109200; NumFr =   8400; NumBits =  481958400; PAPR = 10.80; Prob = 0.011822 =       1291/    109200.
18-Oct-2022 14:41:34     NumSam =     110500; NumFr =   8500; NumBits =  487696000; PAPR = 10.80; Prob = 0.011810 =       1305/    110500.
18-Oct-2022 14:41:38     NumSam =     111800; NumFr =   8600; NumBits =  493433600; PAPR = 10.80; Prob = 0.011726 =       1311/    111800.
18-Oct-2022 14:41:42     NumSam =     113100; NumFr =   8700; NumBits =  499171200; PAPR = 10.90; Prob = 0.008921 =       1009/    113100. Completed.
