18-Oct-2022 14:16:43 Start of calculation the curve OFDM_PAPR_Type1_16QAM (2 of 15).
18-Oct-2022 14:16:43   Start of the main calculations.
18-Oct-2022 14:16:50     NumSam =    2851200; NumFr =    100; NumBits =    4097600; PAPR = 9.00; Prob = 0.000360 =       1026/   2851200.
18-Oct-2022 14:17:49     NumSam =   39916800; NumFr =   1400; NumBits =   57366400; PAPR = 10.20; Prob = 0.000028 =       1098/  39916800.
18-Oct-2022 14:17:54     NumSam =   42768000; NumFr =   1500; NumBits =   61464000; PAPR = 10.20; Prob = 0.000028 =       1195/  42768000.
18-Oct-2022 14:17:58     NumSam =   45619200; NumFr =   1600; NumBits =   65561600; PAPR = 10.30; Prob = 0.000022 =       1004/  45619200.
18-Oct-2022 14:18:02     NumSam =   48470400; NumFr =   1700; NumBits =   69659200; PAPR = 10.30; Prob = 0.000022 =       1059/  48470400.
18-Oct-2022 14:18:07     NumSam =   51321600; NumFr =   1800; NumBits =   73756800; PAPR = 10.30; Prob = 0.000022 =       1139/  51321600.
18-Oct-2022 14:18:11     NumSam =   54172800; NumFr =   1900; NumBits =   77854400; PAPR = 10.30; Prob = 0.000022 =       1192/  54172800.
18-Oct-2022 14:18:16     NumSam =   57024000; NumFr =   2000; NumBits =   81952000; PAPR = 10.40; Prob = 0.000018 =       1004/  57024000.
18-Oct-2022 14:18:20     NumSam =   59875200; NumFr =   2100; NumBits =   86049600; PAPR = 10.40; Prob = 0.000018 =       1059/  59875200.
18-Oct-2022 14:18:24     NumSam =   62726400; NumFr =   2200; NumBits =   90147200; PAPR = 10.40; Prob = 0.000018 =       1100/  62726400.
18-Oct-2022 14:18:29     NumSam =   65577600; NumFr =   2300; NumBits =   94244800; PAPR = 10.40; Prob = 0.000018 =       1148/  65577600.
18-Oct-2022 14:18:33     NumSam =   68428800; NumFr =   2400; NumBits =   98342400; PAPR = 10.40; Prob = 0.000017 =       1188/  68428800.
18-Oct-2022 14:18:37     NumSam =   71280000; NumFr =   2500; NumBits =  102440000; PAPR = 10.40; Prob = 0.000017 =       1225/  71280000.
18-Oct-2022 14:18:42     NumSam =   74131200; NumFr =   2600; NumBits =  106537600; PAPR = 10.40; Prob = 0.000017 =       1277/  74131200.
18-Oct-2022 14:18:46     NumSam =   76982400; NumFr =   2700; NumBits =  110635200; PAPR = 10.50; Prob = 0.000013 =       1031/  76982400.
18-Oct-2022 14:18:50     NumSam =   79833600; NumFr =   2800; NumBits =  114732800; PAPR = 10.50; Prob = 0.000013 =       1077/  79833600.
18-Oct-2022 14:18:55     NumSam =   82684800; NumFr =   2900; NumBits =  118830400; PAPR = 10.50; Prob = 0.000014 =       1129/  82684800.
18-Oct-2022 14:18:59     NumSam =   85536000; NumFr =   3000; NumBits =  122928000; PAPR = 10.50; Prob = 0.000014 =       1169/  85536000.
18-Oct-2022 14:19:04     NumSam =   88387200; NumFr =   3100; NumBits =  127025600; PAPR = 10.50; Prob = 0.000014 =       1211/  88387200.
18-Oct-2022 14:19:09     NumSam =   91238400; NumFr =   3200; NumBits =  131123200; PAPR = 10.50; Prob = 0.000014 =       1252/  91238400.
18-Oct-2022 14:19:13     NumSam =   94089600; NumFr =   3300; NumBits =  135220800; PAPR = 10.50; Prob = 0.000014 =       1282/  94089600.
18-Oct-2022 14:19:17     NumSam =   96940800; NumFr =   3400; NumBits =  139318400; PAPR = 10.60; Prob = 0.000011 =       1024/  96940800.
18-Oct-2022 14:19:22     NumSam =   99792000; NumFr =   3500; NumBits =  143416000; PAPR = 10.60; Prob = 0.000011 =       1053/  99792000.
18-Oct-2022 14:19:26     NumSam =  102643200; NumFr =   3600; NumBits =  147513600; PAPR = 10.60; Prob = 0.000010 =       1073/ 102643200.
18-Oct-2022 14:19:31     NumSam =  105494400; NumFr =   3700; NumBits =  151611200; PAPR = 10.60; Prob = 0.000010 =       1105/ 105494400.
18-Oct-2022 14:19:35     NumSam =  108345600; NumFr =   3800; NumBits =  155708800; PAPR = 10.60; Prob = 0.000010 =       1132/ 108345600.
18-Oct-2022 14:19:39     NumSam =  111196800; NumFr =   3900; NumBits =  159806400; PAPR = 10.60; Prob = 0.000010 =       1151/ 111196800.
18-Oct-2022 14:19:44     NumSam =  114048000; NumFr =   4000; NumBits =  163904000; PAPR = 10.60; Prob = 0.000010 =       1186/ 114048000.
18-Oct-2022 14:19:48     NumSam =  116899200; NumFr =   4100; NumBits =  168001600; PAPR = 10.60; Prob = 0.000010 =       1219/ 116899200.
18-Oct-2022 14:19:52     NumSam =  119750400; NumFr =   4200; NumBits =  172099200; PAPR = 10.60; Prob = 0.000010 =       1245/ 119750400.
18-Oct-2022 14:19:57     NumSam =  122601600; NumFr =   4300; NumBits =  176196800; PAPR = 10.60; Prob = 0.000010 =       1267/ 122601600.
18-Oct-2022 14:20:01     NumSam =  125452800; NumFr =   4400; NumBits =  180294400; PAPR = 10.60; Prob = 0.000010 =       1285/ 125452800.
18-Oct-2022 14:20:05     NumSam =  128304000; NumFr =   4500; NumBits =  184392000; PAPR = 10.70; Prob = 0.000008 =       1000/ 128304000. Completed.
